-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-23	23	23	-23	-24	24	24	-2	-23	23	23	-23	-2	-2	-2	-2	-23	23	23	-23	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-2	-24	24	24	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-23	23	23	-23	-2	-2	-2	-2	-23	23	23	-23	-2	-2	-2	-2	-2	-23	23	23	-23	-23	23	23	-23	-23	23	23	-23	-24	24	24	-23	23	23	-23
-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-23	23	23	-23	23	23	23	23	24	24	24	-2	23	23	23	23	-23	23	23	-23	23	23	23	23	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-24	24	24	-2	-2	24	24	24	-2	-2	-24	24	24	-2	-2	24	24	24	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	23	23	23	23	-23	23	23	-23	23	23	23	23	-2	-2	-2	-2	-2	23	23	23	23	23	23	23	23	23	23	23	23	24	24	24	23	23	23	23
20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-20	-20	-20	-20	20	20	38	-20	-20	-20	38	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	23	23	23	23	23	23	23	23	-24	24	-24	-2	23	23	23	23	23	23	23	23	23	23	23	23	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	24	24	24	-2	-2	-24	24	-24	-2	-2	24	24	24	-2	-2	-24	24	-24	-2	20	20	20	20	20	20	20	-20	38	-20	20	20	20	20	20	-20	-20	20	20	20	23	23	23	23	23	23	23	23	23	23	23	23	-23	23	23	-23	-2	23	23	23	23	23	23	23	23	23	23	23	23	-24	24	-24	23	23	23	23
20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-20	20	20	20	20	20	20	-20	38	-20	20	20	20	20	20	20	-20	20	20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-20	20	20	20	20	20	20	-20	38	-20	20	20	20	20	20	20	-20	20	20	-20	-2	23	23	23	23	-23	23	23	-23	-23	23	23	-23	-23	23	23	-23	23	23	23	23	-23	23	23	-23	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-24	24	-24	-2	-2	-2	-2	-2	-2	-2	-24	24	-24	-2	-2	-2	-2	-2	-2	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-23	23	23	-23	23	23	23	23	-23	23	23	-23	23	23	23	23	-2	-23	23	23	-23	-23	23	23	-23	-23	23	23	-23	-2	-2	-2	-23	23	23	-23
-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-23	23	23	-23	-2	-2	-2	-2	23	23	23	23	-2	-2	-2	-2	-23	23	23	-23	-2	-2	-2	-2	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	-20	38	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	-2	-2	-23	23	23	-23	-2	-2	-2	-2	23	23	23	23	-2	-16	16	16	16	16	16	16	16	16	-16	-2	-2	-2	-23	23	23	-23	-2	-2
-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	-20	38	-20	20	-20	20	20	-20	-20	-20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	23	23	23	23	-2	-12	12	12	12	12	12	12	12	-12	-12	-12	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	38	20	20	20	20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-23	23	23	-23	-2	16	16	16	16	16	16	16	16	16	16	-2	-2	-2	23	23	23	23	-2	-2
20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	20	20	-20	38	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-23	23	23	-23	-2	12	12	12	12	12	12	12	12	12	-12	-12	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-15	15	15	15	15	15	15	15	15	-15	-2	-24	24	24	-2	-2	-2	16	16	16	16	16	16	16	16	16	16	-2	-2	-2	23	23	23	23	-2	-2
20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-20	-20	-20	-20	38	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-2	-23	23	23	-23	-2	-2	-2	-2	-2	-2	-2	-2	-2	12	12	12	12	12	12	12	12	12	12	12	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	15	15	15	15	15	15	15	15	15	15	-1	24	24	24	-1	-2	-2	-2	-2	-1	-2	-2	-2	-2	-24	24	24	-2	-2	-2	-23	23	23	-23	-2	-2
-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	38	-20	20	20	20	20	-20	-20	-20	-2	23	23	23	23	-2	-24	24	24	-2	-2	-2	-2	-2	12	-12	12	-12	12	-12	12	-12	12	12	12	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	15	15	15	15	15	15	15	15	15	15	-2	-24	24	-24	-2	-2	-1	-2	-2	-2	-2	-2	-1	-2	24	24	24	-2	-24	24	24	-2	-24	24	24	-2
-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-2	23	23	23	23	-2	24	24	24	-2	-2	-2	-2	-2	-1	-2	-1	-1	-2	-1	-1	-1	-2	-1	-1	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-2	-2	-2	-2	37	-2	-1	-1	-2	37	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-24	24	-24	-2	24	24	24	-2	24	24	24	-2
